Column,gi,N_Accesion,Title,Gene,Serotype,Genotype,Size_sequence,Country,Localization,Year,Month,Comments
33,1027932067,KU216384,Dengue_virus_1_isolate_AP_12265_2015_polyprotein_gene_partial_cds,C_M,DENV_1,NA,393,India,Pasighat,2015,NA,India_blood_2015
34,1027932065,KU216383,Dengue_virus_1_isolate_AP_12264_2015_polyprotein_gene_partial_cds,C_M,DENV_1,NA,393,India,Pasighat,2015,NA,India_blood_2015
35,1027932063,KU216382,Dengue_virus_1_isolate_AP_12263_2015_polyprotein_gene_partial_cds,C_M,DENV_1,NA,393,India,Pasighat,2015,NA,India_blood_2015
36,1027932061,KU216381,Dengue_virus_1_isolate_AP_12261_2015_polyprotein_gene_partial_cds,C_M,DENV_1,NA,392,India,Pasighat,2015,NA,India_blood_2015
37,1027932059,KU216380,Dengue_virus_1_isolate_AP_12258_2015_polyprotein_gene_partial_cds,C_M,DENV_1,NA,392,India,Pasighat,2015,NA,India_blood_2015
38,1027932057,KU216379,Dengue_virus_1_isolate_AP_12257_2015_polyprotein_gene_partial_cds,C_M,DENV_1,NA,393,India,Pasighat,2015,NA,India_blood_2015
39,1027932055,KU216378,Dengue_virus_1_isolate_AP_12254_2015_polyprotein_gene_partial_cds,C_M,DENV_1,NA,391,India,Pasighat,2015,NA,India_blood_2015
40,1027932053,KU216377,Dengue_virus_1_isolate_AP_12253_2015_polyprotein_gene_partial_cds,C_M,DENV_1,NA,393,India,Pasighat,2015,NA,India_blood_2015
41,1027932051,KU216376,Dengue_virus_1_isolate_AP_12251_2015_polyprotein_gene_partial_cds,C_M,DENV_1,NA,331,India,Pasighat,2015,NA,India_blood_2015
42,1027932049,KU216375,Dengue_virus_1_isolate_AP_12250_2015_polyprotein_gene_partial_cds,C_M,DENV_1,NA,393,India,Pasighat,2015,NA,India_blood_2015
43,1027932047,KU216374,Dengue_virus_1_isolate_AP_12244_2015_polyprotein_gene_partial_cds,C_M,DENV_1,NA,393,India,Pasighat,2015,NA,India_blood_2015
44,1027932045,KU216373,Dengue_virus_1_isolate_AP_12243_2015_polyprotein_gene_partial_cds,C_M,DENV_1,NA,393,India,Pasighat,2015,NA,India_blood_2015
45,1027932043,KU216372,Dengue_virus_1_isolate_AP_12241_2015_polyprotein_gene_partial_cds,C_M,DENV_1,NA,393,India,Pasighat,2015,NA,India_blood_2015
46,1027932041,KU216371,Dengue_virus_1_isolate_AP_12240_2015_polyprotein_gene_partial_cds,C_M,DENV_1,NA,393,India,Pasighat,2015,NA,India_blood_2015
47,1027932039,KU216370,Dengue_virus_1_isolate_AP_12237_2015_polyprotein_gene_partial_cds,C_M,DENV_1,NA,390,India,Pasighat,2015,NA,India_blood_2015
48,1027932037,KU216369,Dengue_virus_1_isolate_AP_12232_2015_polyprotein_gene_partial_cds,C_M,DENV_1,NA,392,India,Pasighat,2015,NA,India_blood_2015
49,1027932035,KU216368,Dengue_virus_1_isolate_AP_12227_2015_polyprotein_gene_partial_cds,C_M,DENV_1,NA,391,India,Pasighat,2015,NA,India_blood_2015
50,1027932033,KU216367,Dengue_virus_1_isolate_AP_12226_2015_polyprotein_gene_partial_cds,C_M,DENV_1,NA,393,India,Pasighat,2015,NA,India_blood_2015
51,1027932031,KU216366,Dengue_virus_1_isolate_AP_12225_2015_polyprotein_gene_partial_cds,C_M,DENV_1,NA,391,India,Pasighat,2015,NA,India_blood_2015
52,1027909418,KU295558,Dengue_virus_4_isolate_Den4AIIMS15_1248_polyprotein_gene_partial_cds,E_NS1,DENV_4,NA,456,India,Delhi,2015,Aug,India_21_Aug_2015
53,1027909416,KU295557,Dengue_virus_4_isolate_Den4AIIMS13_1567_polyprotein_gene_partial_cds,E_NS1,DENV_4,NA,552,India,Delhi,2013,Sep,India_18_Sep_2013
54,1027909414,KU285150,Dengue_virus_2_isolate_Den2AIIMS15_1680_polyprotein_gene_partial_cds,E_NS1,DENV_2,Cosmopolitan,312,India,Delhi,2015,Sep,Cosmopolitan_India_02_Sep_2015
55,1027909412,KU285149,Dengue_virus_2_isolate_Den2AIIMS15_1343_polyprotein_gene_partial_cds,E_NS1,DENV_2,Cosmopolitan,312,India,Delhi,2015,Aug,Cosmopolitan_India_26_Aug_2015
56,1027909410,KU285148,Dengue_virus_2_isolate_Den2AIIMS15_1253_polyprotein_gene_partial_cds,E_NS1,DENV_2,Cosmopolitan,288,India,Delhi,2015,Aug,Cosmopolitan_India_21_Aug_2015
57,1027909408,KU285147,Dengue_virus_2_isolate_Den2AIIMS14_1852_polyprotein_gene_partial_cds,E_NS1,DENV_2,Cosmopolitan,309,India,Delhi,2014,Nov,Cosmopolitan_India_07_Nov_2014
58,1027909406,KU285146,Dengue_virus_2_isolate_DEN2AIIMS14_1636_polyprotein_gene_partial_cds,E_NS1,DENV_2,Cosmopolitan,288,India,Delhi,2014,Oct,Cosmopolitan_India_21_Oct_2014
59,1027909404,KU285145,Dengue_virus_2_isolate_Den2AIIMS14_1583_polyprotein_gene_partial_cds,E_NS1,DENV_2,Cosmopolitan,312,India,Delhi,2014,Oct,Cosmopolitan_India_12_Oct_2014
60,1026739610,KU253283,Dengue_virus_4_isolate_GO207_2013_BR_envelope_protein_gene_partial_cds,E,DENV_4,II,363,Brazil,Goias,2013,NA,II_Brazil_Goias_Goiania_municipality_serum_2013
61,1026739608,KU253282,Dengue_virus_4_isolate_GO171_2013_BR_envelope_protein_gene_partial_cds,E,DENV_4,II,363,Brazil,Goias,2013,NA,II_Brazil_Goias_Goiania_municipality_serum_2013
62,1026739606,KU253281,Dengue_virus_4_isolate_GO109_2013_BR_envelope_protein_gene_partial_cds,E,DENV_4,II,363,Brazil,Goias,2013,NA,II_Brazil_Goias_Goiania_municipality_serum_2013
63,1026739604,KU253280,Dengue_virus_4_isolate_GO047_2013_BR_envelope_protein_gene_partial_cds,E,DENV_4,II,363,Brazil,Goias,2013,NA,II_Brazil_Goias_Goiania_municipality_serum_2013
64,1026739602,KU253279,Dengue_virus_4_isolate_GO043_2013_BR_envelope_protein_gene_partial_cds,E,DENV_4,II,363,Brazil,Goias,2013,NA,II_Brazil_Goias_Goiania_municipality_serum_2013
65,1026298556,KX061431,Dengue_virus_2_isolate_D2_ILBS2015_13_polyprotein_gene_partial_cds,M_E_NS1,DENV_2,NA,1839,India,New Delhi,2015,Aug,India_serum_26_Aug_2015_Manish_Choudhary
66,1026298554,KX061430,Dengue_virus_2_isolate_D2_ILBS2015_12_polyprotein_gene_partial_cds,M_E_NS1,DENV_2,NA,1839,India,New Delhi,2015,Aug,India_serum_26_Aug_2015_Manish_Choudhary
67,1026298552,KX061429,Dengue_virus_2_isolate_D2_ILBS2015_11_polyprotein_gene_partial_cds,M_E_NS1,DENV_2,NA,1839,India,New Delhi,2015,Aug,India_serum_26_Aug_2015_Manish_Choudhary
68,1026298550,KX061428,Dengue_virus_2_isolate_D2_ILBS2015_10_polyprotein_gene_partial_cds,M_E_NS1,DENV_2,NA,1839,India,New Delhi,2015,Aug,India_serum_26_Aug_2015_Manish_Choudhary
69,1026298548,KX061427,Dengue_virus_2_isolate_D2_ILBS2015_09_polyprotein_gene_partial_cds,M_E_NS1,DENV_2,NA,1839,India,New Delhi,2015,Aug,India_serum_26_Aug_2015_Manish_Choudhary
70,1026298546,KX061426,Dengue_virus_2_isolate_D2_ILBS2015_08_polyprotein_gene_partial_cds,M_E_NS1,DENV_2,NA,1839,India,New Delhi,2015,Aug,India_serum_26_Aug_2015_Manish_Choudhary
71,1026298544,KX061425,Dengue_virus_2_isolate_D2_ILBS2015_07_polyprotein_gene_partial_cds,M_E_NS1,DENV_2,NA,1839,India,New Delhi,2015,Aug,India_serum_26_Aug_2015_Manish_Choudhary
72,1026298542,KX061424,Dengue_virus_2_isolate_D2_ILBS2015_06_polyprotein_gene_partial_cds,M_E_NS1,DENV_2,NA,1839,India,New Delhi,2015,Aug,India_serum_26_Aug_2015_Manish_Choudhary
73,1026298540,KX061423,Dengue_virus_2_isolate_D2_ILBS2015_05_polyprotein_gene_partial_cds,M_E_NS1,DENV_2,NA,1839,India,New Delhi,2015,Aug,India_serum_26_Aug_2015_Manish_Choudhary
74,1026298538,KX061422,Dengue_virus_2_isolate_D2_ILBS2015_04_polyprotein_gene_partial_cds,M_E_NS1,DENV_2,NA,1839,India,New Delhi,2015,Aug,India_serum_26_Aug_2015_Manish_Choudhary
75,1026298536,KX061421,Dengue_virus_2_isolate_D2_ILBS2015_03_polyprotein_gene_partial_cds,M_E_NS1,DENV_2,NA,1839,India,New Delhi,2015,Aug,India_serum_26_Aug_2015_Manish_Choudhary
76,1026298534,KX061420,Dengue_virus_2_isolate_D2_ILBS2015_02_polyprotein_gene_partial_cds,M_E_NS1,DENV_2,NA,1839,India,New Delhi,2015,Aug,India_serum_26_Aug_2015_Manish_Choudhary
77,1026298532,KX061419,Dengue_virus_2_isolate_D2_ILBS2015_01_polyprotein_gene_partial_cds,M_E_NS1,DENV_2,NA,1839,India,New Delhi,2015,Aug,India_serum_26_Aug_2015_Manish_Choudhary
78,929045658,KT288902,Dengue_virus_2_isolate_D2_K2_RIJ_059_Dar_es_Salaam_2014_envelope_glycoprotein__E__gene_partial_cds,E,DENV_2,Cosmopolitan,1685,Tanzania,NA,2014,Jun,Cosmopolitan_Tanzania_Serum_Jun_2014
79,929045656,KT288901,Dengue_virus_2_isolate_T1_MMB_012_Dar_es_Salaam_2014_polyprotein_gene_partial_cds,E_NS1,DENV_2,Cosmopolitan,729,Tanzania,Dar es Salaam,2014,Jun,Cosmopolitan_Tanzania_serum_Jun_2014
80,929045654,KT288900,Dengue_virus_2_isolate_IL2_BSM_016_Dar_es_Salaam_2014_polyprotein_gene_partial_cds,E_NS1,DENV_2,Cosmopolitan,729,Tanzania,Dar es Salaam,2014,Jun,Cosmopolitan_Tanzania_serum_Jun_2014
81,929045652,KT288899,Dengue_virus_2_isolate_IL2_FJK_030_Dar_es_Salaam_2014_polyprotein_gene_partial_cds,E_NS1,DENV_2,Cosmopolitan,729,Tanzania,Dar es Salaam,2014,Jun,Cosmopolitan_Tanzania_serum_Jun_2014
82,929045650,KT288898,Dengue_virus_2_isolate_IL2_RPG_045_Dar_es_Salaam_2014_polyprotein_gene_partial_cds,E_NS1,DENV_2,Cosmopolitan,729,Tanzania,Dar es Salaam,2014,Jun,Cosmopolitan_Tanzania_serum_Jun_2014
83,929045648,KT288897,Dengue_virus_2_isolate_IL1_FN_033_Dar_es_Salaam_2014_polyprotein_gene_partial_cds,E_NS1,DENV_2,Cosmopolitan,729,Tanzania,Dar es Salaam,2014,Jun,Cosmopolitan_Tanzania_serum_Jun_2014
84,929045646,KT288896,Dengue_virus_2_isolate_T2_AAH_002_Dar_es_Salaam_2014_polyprotein_gene_partial_cds,E_NS1,DENV_2,Cosmopolitan,729,Tanzania,Dar es Salaam,2014,Jun,Cosmopolitan_Tanzania_serum_Jun_2014
85,929045644,KT288895,Dengue_virus_2_isolate_IL2_SRH_001_Dar_es_Salaam_2014_polyprotein_gene_partial_cds,E_NS1,DENV_2,Cosmopolitan,729,Tanzania,Dar es Salaam,2014,Jun,Cosmopolitan_Tanzania_serum_Jun_2014
86,992324583,KT726361,Dengue_virus_3_isolate_Cuba_20_2002_complete_genome,Complete_Genome,DENV_3,III,10663,Cuba,NA,2002,NA,III_Cuba_serum_2002
87,992324581,KT726360,Dengue_virus_3_isolate_Cuba_73_2001_complete_genome,Complete_Genome,DENV_3,III,10663,Cuba,NA,2001,NA,III_Cuba_serum_2001
88,992324579,KT726359,Dengue_virus_3_isolate_Cuba_558_2001_complete_genome,Complete_Genome,DENV_3,III,10663,Cuba,NA,2001,NA,III_Cuba_serum_2001
89,992324577,KT726358,Dengue_virus_3_isolate_Cuba_547_2001_complete_genome,Complete_Genome,DENV_3,III,10663,Cuba,NA,2001,NA,III_Cuba_serum_2001
90,992324575,KT726357,Dengue_virus_3_isolate_Cuba_546_2001_complete_genome,Complete_Genome,DENV_3,III,10663,Cuba,NA,2001,NA,III_Cuba_serum_2001
91,992324573,KT726356,Dengue_virus_3_isolate_Cuba_523_2001_complete_genome,Complete_Genome,DENV_3,III,10663,Cuba,NA,2001,NA,III_Cuba_serum_2001
92,992324571,KT726355,Dengue_virus_3_isolate_Cuba_513_2001_complete_genome,Complete_Genome,DENV_3,III,10663,Cuba,NA,2001,NA,III_Cuba_serum_2001
93,992324569,KT726354,Dengue_virus_3_isolate_Cuba_504_2001_complete_genome,Complete_Genome,DENV_3,III,10663,Cuba,NA,2001,NA,III_Cuba_serum_2001
94,992324567,KT726353,Dengue_virus_3_isolate_Cuba_492_2001_complete_genome,Complete_Genome,DENV_3,III,10663,Cuba,NA,2001,NA,III_Cuba_serum_2001
95,992324565,KT726352,Dengue_virus_3_isolate_Cuba_463_2001_complete_genome,Complete_Genome,DENV_3,III,10663,Cuba,NA,2001,NA,III_Cuba_serum_2001
96,992324563,KT726351,Dengue_virus_3_isolate_Cuba_568_2001_complete_genome,Complete_Genome,DENV_3,III,10663,Cuba,NA,2001,NA,III_Cuba_serum_2001
97,992324561,KT726350,Dengue_virus_3_isolate_Cuba_26_2001_complete_genome,Complete_Genome,DENV_3,III,10663,Cuba,NA,2001,NA,III_Cuba_serum_2001
98,992324559,KT726349,Dengue_virus_3_isolate_Cuba_15_2001_complete_genome,Complete_Genome,DENV_3,III,10663,Cuba,NA,2001,NA,III_Cuba_serum_2001
99,992324557,KT726348,Dengue_virus_3_isolate_Cuba_21_2002_complete_genome,Complete_Genome,DENV_3,III,10663,Cuba,NA,2002,NA,III_Cuba_serum_2002
100,992324555,KT726347,Dengue_virus_3_isolate_Cuba_17_2002_complete_genome,Complete_Genome,DENV_3,III,10663,Cuba,NA,2002,NA,III_Cuba_serum_2002
101,992324553,KT726346,Dengue_virus_3_isolate_Cuba_16_2002_complete_genome,Complete_Genome,DENV_3,III,10663,Cuba,NA,2002,NA,III_Cuba_serum_2002
102,992324551,KT726345,Dengue_virus_3_isolate_Cuba_11_2002_complete_genome,Complete_Genome,DENV_3,III,10663,Cuba,NA,2002,NA,III_Cuba_serum_2002
103,992324549,KT726344,Dengue_virus_3_isolate_Cuba_580_2001_complete_genome,Complete_Genome,DENV_3,III,10663,Cuba,NA,2001,NA,III_Cuba_spleen_2001
104,992324547,KT726343,Dengue_virus_3_isolate_Cuba_557_2001_complete_genome,Complete_Genome,DENV_3,III,10663,Cuba,NA,2001,NA,III_Cuba_serum_2001
105,992324545,KT726342,Dengue_virus_3_isolate_Cuba_553_2001_complete_genome,Complete_Genome,DENV_3,III,10663,Cuba,NA,2001,NA,III_Cuba_serum_2001
106,992324543,KT726341,Dengue_virus_3_isolate_Cuba_167_2001_complete_genome,Complete_Genome,DENV_3,III,10663,Cuba,NA,2001,NA,III_Cuba_serum_2001
107,992324541,KT726340,Dengue_virus_3_isolate_Cuba_118_2001_complete_genome,Complete_Genome,DENV_3,III,10663,Cuba,NA,2001,NA,III_Cuba_serum_2001
108,1015635111,AH012032,Dengue_virus_4_isolate_D4M44_1981DM_polyprotein_precursor_nonstructural_protein_NS2A_nonstructural_protein_NS4B_and_polyprotein_precursor_genes_partial_cds,NS2A_NS4B,DENV_4,NA,4314,NA,NA,NA,NA,Dominica
109,1015635110,AH012031,Dengue_virus_4_isolate_D4M20_1982_polyprotein_precursor_nonstructural_protein_NS2A_nonstructural_protein_NS4B_and_polyprotein_precursor_genes_partial_cds,NS2A_NS4B,DENV_4,NA,4314,Puerto Rico,NA,NA,NA,Puerto_Rico
110,1015635109,AH012030,Dengue_virus_4_isolate_D4M7_1982_polyprotein_precursor_nonstructural_protein_NS2A_nonstructural_protein_NS4B_and_polyprotein_precursor_genes_partial_cds,NS2A_NS4B,DENV_4,NA,4314,Puerto Rico,NA,NA,NA,Puerto_Rico
111,1015635108,AH012029,Dengue_virus_4_isolate_D4M16_1982_polyprotein_precursor_nonstructural_protein_NS2A_nonstructural_protein_NS4B_and_polyprotein_precursor_genes_partial_cds,NS2A_NS4B,DENV_4,NA,4314,Puerto Rico,NA,NA,NA,Puerto_Rico
112,1015635107,AH012028,Dengue_virus_4_isolate_D4M3_1982_polyprotein_precursor_nonstructural_protein_NS2A_nonstructural_protein_NS4B_and_polyprotein_precursor_genes_partial_cds,NS2A_NS4B,DENV_4,NA,4314,Puerto Rico,NA,NA,NA,Puerto_Rico
113,1015635106,AH012027,Dengue_virus_4_isolate_D4M15_1982_polyprotein_precursor_nonstructural_protein_NS2A_nonstructural_protein_NS4B_and_polyprotein_precursor_genes_partial_cds,NS2A_NS4B,DENV_4,NA,4314,Puerto Rico,NA,NA,NA,Puerto_Rico
114,1015635105,AH012026,Dengue_virus_4_isolate_D4M5_1982_polyprotein_precursor_nonstructural_protein_NS2A_nonstructural_protein_NS4B_and_polyprotein_precursor_genes_partial_cds,NS2A_NS4B,DENV_4,NA,4314,Puerto Rico,NA,NA,NA,Puerto_Rico
115,1015635104,AH012025,Dengue_virus_4_isolate_D4M21_1982_polyprotein_precursor_nonstructural_protein_NS2A_nonstructural_protein_NS4B_and_polyprotein_precursor_genes_partial_cds,NS2A_NS4B,DENV_4,NA,4314,Puerto Rico,NA,NA,NA,Puerto_Rico
116,1015635103,AH012024,Dengue_virus_4_isolate_D4M12_1982_polyprotein_precursor_nonstructural_protein_NS2A_nonstructural_protein_NS4B_and_polyprotein_precursor_genes_partial_cds,NS2A_NS4B,DENV_4,NA,4314,Puerto Rico,NA,NA,NA,Puerto_Rico
117,1015635102,AH012023,Dengue_virus_4_isolate_D4M9_1982_polyprotein_precursor_nonstructural_protein_NS2A_nonstructural_protein_NS4B_and_polyprotein_precursor_genes_partial_cds,NS2A_NS4B,DENV_4,NA,4313,Puerto Rico,NA,NA,NA,Puerto_Rico
118,1015635101,AH012022,Dengue_virus_4_isolate_D4M4_1982_polyprotein_precursor_nonstructural_protein_NS2A_nonstructural_protein_NS4B_and_polyprotein_precursor_genes_partial_cds,NS2A_NS4B,DENV_4,NA,4313,Puerto Rico,NA,NA,NA,Puerto_Rico
119,1015635100,AH012021,Dengue_virus_4_isolate_D4M10_1982_polyprotein_precursor_nonstructural_protein_NS2A_nonstructural_protein_NS4B_and_polyprotein_precursor_genes_partial_cds,NS2A_NS4B,DENV_4,NA,4314,Puerto Rico,NA,NA,NA,Puerto_Rico
120,1015635099,AH012020,Dengue_virus_4_isolate_D4M13_1982_polyprotein_precursor_nonstructural_protein_NS2A_nonstructural_protein_NS4B_and_polyprotein_precursor_genes_partial_cds,NS2A_NS4B,DENV_4,NA,4314,Puerto Rico,NA,NA,NA,Puerto_Rico
121,1015635098,AH012019,Dengue_virus_4_isolate_D4M24_1982_polyprotein_precursor_nonstructural_protein_NS2A_nonstructural_protein_NS4B_and_polyprotein_precursor_genes_partial_cds,NS2A_NS4B,DENV_4,NA,4314,Puerto Rico,NA,NA,NA,Puerto_Rico
122,1015635097,AH012018,Dengue_virus_4_isolate_D4111_1995MX_polyprotein_precursor_nonstructural_protein_NS2A_nonstructural_protein_NS4B_and_polyprotein_precursor_genes_partial_cds,NS2A_NS4B,DENV_4,NA,4314,Mexico,NA,NA,NA,Mexico
123,1015635096,AH012017,Dengue_virus_4_isolate_D4110_1993ES_polyprotein_precursor_nonstructural_protein_NS2A_nonstructural_protein_NS4B_and_polyprotein_precursor_genes_partial_cds,NS2A_NS4B,DENV_4,NA,4314,El Salvador,NA,NA,NA,El_Salvador
124,1015635095,AH012016,Dengue_virus_4_isolate_D4M25_1982_polyprotein_precursor_nonstructural_protein_NS2A_nonstructural_protein_NS4B_and_polyprotein_precursor_genes_partial_cds,NS2A_NS4B,DENV_4,NA,4314,Puerto Rico,NA,NA,NA,Puerto_Rico
125,1015635094,AH012015,Dengue_virus_4_isolate_D4109_1994EC_polyprotein_precursor_nonstructural_protein_NS2A_nonstructural_protein_NS4B_and_polyprotein_precursor_genes_partial_cds,NS2A_NS4B,DENV_4,NA,4314,Ecuador,NA,NA,NA,Ecuador
126,1015635093,AH012014,Dengue_virus_4_isolate_D488_1994_polyprotein_precursor_nonstructural_protein_NS2A_nonstructural_protein_NS4B_and_polyprotein_precursor_genes_partial_cds,NS2A_NS4B,DENV_4,NA,4314,Puerto Rico,NA,NA,NA,Puerto_Rico
127,1015635092,AH012013,Dengue_virus_4_isolate_D49_1987_polyprotein_precursor_nonstructural_protein_NS2A_nonstructural_protein_NS4B_and_polyprotein_precursor_genes_partial_cds,NS2A_NS4B,DENV_4,NA,4314,Puerto Rico,NA,NA,NA,Puerto_Rico
128,1015635091,AH012012,Dengue_virus_4_isolate_D4M42_1986_polyprotein_precursor_nonstructural_protein_NS2A_nonstructural_protein_NS4B_and_polyprotein_precursor_genes_partial_cds,NS2A_NS4B,DENV_4,NA,4314,Puerto Rico,NA,NA,NA,Puerto_Rico
129,1015635090,AH012011,Dengue_virus_4_isolate_D4117_1986_polyprotein_precursor_nonstructural_protein_NS2A_nonstructural_protein_NS4B_and_polyprotein_precursor_genes_partial_cds,NS2A_NS4B,DENV_4,NA,4315,Puerto Rico,NA,NA,NA,Puerto_Rico
130,1015635089,AH012010,Dengue_virus_4_isolate_D4116_1986_polyprotein_precursor_nonstructural_protein_NS2A_nonstructural_protein_NS4B_and_polyprotein_precursor_genes_partial_cds,NS2A_NS4B,DENV_4,NA,4314,Puerto Rico,NA,NA,NA,Puerto_Rico
